userName,score,at,content
Sutrisno,2,2024-01-11 04:29:24,Ada adminnya gak sih? Pengajuan sudah 4 hari belum diverifikasi. Padahal pengajuan pas hari kerja
sunar san,3,2024-01-11 02:10:46,mau uplod file aj susah minta ampun
Sri Wahyuni Widiastuti,1,2024-01-10 03:54:59,"aduh kok sulit, ya"
Nikmatun Atun,1,2024-01-09 06:38:54,Aplikasi SAMPAH MEYUSAHKAN MASYARAKAT. udah isi data notif salah. Sandi salah. Yg buat kebijakan seperti ini harus mundur dari jabatan. Gak ada gunanya.
Laila Putri,1,2024-01-09 03:28:59,"dari Kemarin Pengajuan nggak diverifikasi,Error Notifikasinya. Gimana sih, masa harus ngulang terus ngisi Data pribadi. Aplikasi nggak jelas👎"
Reflus Halidjar,1,2024-01-09 01:55:43,"Menyusahkan masyarakat, seharusnya kalau masa awal perubahan sistem petugas dukcapilnya membantu memasukkan dokumen sampai selesai, ini sudah jauh2 datang disuruh pulang buat download aplikasi dan isi di rumah, lama antri cuma dibegitukan"
Jonathan Aditya,2,2024-01-08 04:44:54,Tidak ada menu mengedit profil akun.
Chrizt Tanto,5,2024-01-06 03:10:01,Mantap
Eko Priyanto,5,2024-01-05 15:27:53,"Bagus.. cukup membantu, praktis dan otomatis"
slamet mulyono,5,2024-01-05 14:21:15,baguus
Alfi Harda,5,2024-01-05 11:46:32,memudahkan pelayanan publik dg sistem online 👍
martinus cahyo,1,2024-01-04 08:57:49,Tdk bsa suport
Endang Riyanti,4,2024-01-03 08:42:11,ok
Aini Machabbati Prabowo,5,2024-01-01 22:22:00,"Sangat membantu sekali, pemohon ga perlu riwariwi dan antri lama buat ngurus surat permohonan.Untuk estimasi tolong lebih diperhatikan lagi."
Fyan Fuad,1,2023-12-31 06:38:29,Mau ganti e ktp rusak aja ribet apk pemerintah mesti kaya gini mau buat apa pun nanggung ga sekalian di selesaikan parah
Noval Ishaki,1,2023-12-28 09:24:50,"Mempersulit bukan mempermudah terus yang kerja di kelurahan n kecamatan ngerjain ap???, kurang faham sama kebijakan pemerintah Kasian kalau gak punya hp"
Zaini Zen,1,2023-12-28 05:54:33,Sudah 2 hari belum juga di verifikasi. Dan gak ada kejelasan... Padahal sebelumnya sudah ke dukcapil. Namun di arahkan untuk online.. setelah online kek gini hasilnya.. parah banget
Ayuliana Kristanti,4,2023-12-28 04:37:23,agak sdikit rumit untuk pemula sih tp ok lah
Munandar ShelterCKD,5,2023-12-28 01:09:06,sangat membantu
RR Dyah Ayu Kurnianing,5,2023-12-26 23:37:12,"Waktu buat KTP alhamdulillah respon cepat dan KTpnya bisa saya ambil di despinduk capil..semoga semakin maju pelayanannya untuk mempermudah yg tua2 untuk mengisi denok..saya caleg Partai GELORA ( GELOMBANG RAKYAT Semarang selatan dan semarang Barat DPRD kota kertas suara warna hijau Rr Dyah Ayu Kurnianing , SH nomer urut 5 mohon dukungan supaya saya jd DPRD kota yang membawa keberuntungan untuk masyarakat secara material dan non material untuk masyarakat luas"
Alexander Aditya,5,2023-12-25 22:07:11,smg hebat
Salasa Munawar,2,2023-12-24 14:14:20,kebanyakan iklan dan tiap masuk susah!!!!!
Putri Thalia,1,2023-12-23 11:41:11,"Sangat sangat menyusahkan sekali , aplikasinya tidak bisa buat foto dokumen.. Bukanya menggampangkan rakyat kecil malah menyusahkan rakyak kecil, Padahal dulu tidak sesusah ini datang ke kecamatan tunggu beberapa hari langsung jadi.. Tolong min di perbaiki lagi aplikasinya biar masyarakat gampang untuk akses"
Agus budi pramono,4,2023-12-23 01:56:31,bagus untuk membantu mencari identitas
rio saputra,5,2023-12-22 09:13:28,sangat membantu
Ratih 1904,5,2023-12-22 03:52:49,klo masuk lodang loding trus hrus pakai sandi trus
Mochamad Ridwan,1,2023-12-21 02:17:06,Apk gak guna login gak bisa. Mengajukan lupa sandi juga gak bisa
Andhika Dwi Hananta,5,2023-12-19 03:51:30,membantu penduduk semarang
helvy andri luckman,1,2023-12-18 11:56:14,"Tetep bintang satu, perubahan profile susah nyarinya.."
Hartanto Saputro,1,2023-12-14 06:01:09,Sangat susah upload foto dokumen.....2 jam gak bisa²....harus di cek dan di evaluasi dulu aplikasi kaya gini...bukannya memudahkan malah menyusahkan orang.... aplikasi kaya gini harus di perbaiki ulang....rating aja 4.7 tapi kenyataanya tidak sesuai sama sekali
TATAG TRI WIBOWO,5,2023-12-13 06:59:32,mempermudah layanan publik
Otniel evan Imanirali,5,2023-12-13 03:17:38,sangat membantu sekali cm agk Binggung
ripal rizqi,5,2023-12-13 00:32:26,sangat bagus proses cepat dan ringan biaya
Mega Fitri Yani,3,2023-12-11 11:10:33,"Bikin pengajuan akte 4x di tolak, bukannya mempermudah malah jdi lebih ribet."
K5N 005,5,2023-12-10 08:27:06,"Aplikasinya Bagus, sangat membantu"
Danik Danik92,1,2023-12-09 03:21:42,Ribet upload dokumen gagal terus
Kedun San,1,2023-12-04 10:55:36,sangat tertinggal sekali dari daerah lain. menu untuk ngurus ktpnya mana?
Ruben Bholo,4,2023-12-02 06:44:54,sangat bagus
Panji Laksono,4,2023-12-01 04:33:36,si dnok is the best
Saber Hoax,1,2023-11-25 22:55:30,upload file berkas susah
Erick W,1,2023-11-22 00:56:22,ribet pakainya
Setyo Noor Irlambang,5,2023-11-21 07:40:52,bagus
beny marsetyono,5,2023-11-19 07:29:40,input pengajuan 24 jam langsung jadi mantap. bisa langsung cetak di mesin anjungan mandiri.
IM'A,1,2023-11-17 10:10:01,"nyusahke,, wes tekan kecamatan nggowo surat"" lengkap jek di kon sing bersangkutane teko,, percuma tanda tangan diatas materai nek jek di kon moro ngetik dewe,, gunane petugasmu ki opo?,, dan lamban"
naavinaa 3178,1,2023-11-17 09:20:29,Dulu kumpulkan berkas ASN yg input data selesai di panggil .. . sekarang harus input data sendiri dan susah sekali tertolak berkali2 ...tolong kurangi ASN di divisi masing2 ...karena setengah kerja mereka sudah masyarakat yg mengerjakan sendiri
Rama Nidya Khafidhin,5,2023-11-17 02:53:22,"terimakasih, pelayanan mudah, cepat dan aman."
Heri Setiawan,1,2023-11-16 07:41:27,Bukan nya dipermudah malah tambah ribet
Andini Gita s,3,2023-11-15 14:27:28,"Dalam aplikasi saya tidak ada Pelayanan ""KTP EL"", kenapa ya kira² pak/bu ? Apakh bisa diperbaiki ?"
Lailatun Nikmah,5,2023-11-15 12:31:50,"fast respon... pelayanan cepet,puass banget pokoknya"
Gus wahyu,1,2023-11-15 02:41:48,ngecek id sm proses kok g bs...trus sya tau dr mana ptosesnyw
Danil Satria,1,2023-11-12 17:28:19,SENIN - JUMAT
yuli ani,5,2023-11-12 10:51:26,pelayanannya bagus
Triasno Utomo,5,2023-11-10 04:03:15,baik
Wulan Ayu stefani,1,2023-11-09 12:29:35,buat mengirim foto terlalu susah semoga bisa di perbaiki lagi
Warno,2,2023-11-07 15:30:05,"Sangat menyusahkan,untuk upload dokumen ukuran file terlalu kecil dan bahkan parahnya lagi g bisa upload gambarnya,alih alih memudahkan malah ribet sangat sangat tidak membantu !!!"
Aditya Ramadhan,5,2023-11-06 07:33:25,sagat puas
teguh wahyu utomo,3,2023-11-06 01:33:59,Mau buat akta kematian suruh lampirin keterangan kematian dr kelurahan/surat keterangan kematian dr dokter Duh....
Nyun Sewu,1,2023-11-03 07:12:45,"aplikasi ini malah akan memperlambat proses dari kebutuhan masyarakat. pegawainya malah tidak bekerja dengan maksimal. kalau mau pakai aplikasi seperti ini, seharusnya diimbangi juga dengan kecekatan follow up dari bagian yg mengurus aplikasi ini"
Aristo Winska Dwireno,2,2023-11-02 03:49:36,marai mumet
Alwy Elrosa,3,2023-11-01 03:18:44,lemott
Ahmad M.,1,2023-11-01 01:20:07,"mau ganti no KK karna udah update sepeninggal ortu aja nunggu udah 10 hari belum diverifikasi, ngapain aja lu tong, buat apa bikin aplikasi kalo masih lambat kek gini, kalo ngurus kekantor mesti suruh mondar mandir biar capek lu kira ijin kerja gampang ?!?! ujung2nya minta tolong tetangga yg staffnya biar diurusin keluar duit lagi deh buat ngurus kertas gt doang hadeeeh"
itok 08,4,2023-10-31 05:09:00,sangat mebabtu
Muryani Yani,5,2023-10-31 03:52:15,trima kasih
syah hir,4,2023-10-29 09:30:32,cukup membantu dlm playanan publik
yudistira cihui,4,2023-10-27 11:26:38,memang sih gak repot2 keluar dan pergi ke kantor kecamatan...tapi untuk respon nya sangat kurang cepat...sudah 2 hari pengajuan tp belum juga ada tanggapan soal pengajuan tersebut...
Lhanyonx i-one,2,2023-10-24 10:39:12,"masih dicoba, informasi kurang lengkap, tidak ada layanan informasi"
Dwi subari,5,2023-10-23 08:21:17,"Alhamdulillah ,1hari bisa jadi terima kasih atas kemudahan dr kota Semarang"
Arsentina Rinanda,3,2023-10-22 15:02:13,"di perangkat saya tidak ada layanan utk mengubah KTP-EL.. setelah akte kelahiran, akte kematian..langsung lompat ke identitas anak. saya coba download dari perangkat lain juga tidak ada. kurang lengkap layanannya. padahal di info playstore utk aplikasi si d'nok ada KTP-EL... tolong segera perbaiki"
Bambang Gryasena,4,2023-10-21 09:28:45,Tolong ditambahkan upload data pendukung berupa pengantar RT-RW-kelurahan agar pendataan fisik penduduk/warga di tingkat bawah bs terpantau
Alfin Pujianto,3,2023-10-20 10:56:41,Mohon maaf kenapa di saya tidak ada layanan KTP-EL saya mau mengajukan KTP saya yang rusak
Eko Fajar Setiawan,5,2023-10-20 04:45:08,oke
M kurniawan,5,2023-10-18 05:18:42,sangat membantu
Zainal Rasad,5,2023-10-18 00:55:26,mantap bgt
yulia Adhitya,3,2023-10-17 06:12:31,kok disaya tidak ada option ktp elektrik ya? ayo tingkatkan lagi
Hendri Prasetio,5,2023-10-16 12:07:10,sangat membantu
Safira Nur Fatimah,1,2023-10-13 05:59:36,Menu KTP elektronik hilang?
G Teguh Pamungkas,3,2023-10-11 03:00:40,Untuk pelayanan ktp elektronik apa sudah tidak ada menunya
Off .Hati2 Ke hack orang tak tanggung jawab,5,2023-10-10 17:11:52,mantep
Dian Setiorini,5,2023-10-10 12:32:26,siip
Ronald Ikemen,5,2023-10-09 02:38:08,Trimakasih sangat membantu sekali & mengurangi suap di kalangan menengah bawah.kurang nya cuman banyak orang yg belum tau tentang aplikasi ini..apalagi yg orang gaptek.
Daddy,5,2023-10-08 07:28:53,"Afl bagus, memudahkan pelayanan administrasi bs dr mn sj 👍"
Ali Yusuf,5,2023-10-06 12:18:01,Ok banget...
Mas Bro,1,2023-10-05 01:17:12,Proses lama.. jan jane ngopo wae.. kok ora di verifikasi2.. kesuwen.. kerjone ledha ledhe..
kiswanto Wanto,3,2023-10-03 04:04:43,"untuk file juga kurang besar kapasitas nya ,dan file kecil buram tidak diterima"
aqila alma s'tardjo,1,2023-10-03 03:45:50,upload file gak bisa.
Iqbal Murtadho,1,2023-10-03 02:57:33,Ribet pol
dwi Purnomo,1,2023-10-03 01:57:35,aplikasi lelet
Meta MJ,1,2023-10-02 17:37:28,Proses lama
ADITYA PRATAMA,4,2023-10-02 07:58:13,ok
Estarika Dyah,5,2023-10-02 04:07:02,"Alhamdulillah pakai Sidenok Online perubahan KK bisa cepet, KK langsung masuk email dan bisa cetak sendiri"
doni nur,3,2023-09-27 03:07:23,susah masuk*e bulet terus kalau seperti ini bgai mana saya bisa menyelesaikan pengajuan saya
Rio Mustofa,1,2023-09-26 02:36:52,"SAYA SUDAH MINTA SURAT PENGAJUAN DARI RT RW KELURAHAN, KECAMATAN, SAMPE KANTOR CAPIL EH MALAH D SURUH DOWNLOAD APLIKASI INI, INI D OPERASIKAN SANGAT SUSAH APLIKASINYA, KALO GA BISA BIKIN APLIKASI GAUSAH BIKIN!!!!!!!!!!"
Eko Fitriyanto,3,2023-09-23 22:54:32,baru nyoba
Kamila Mia,4,2023-09-23 02:04:17,walau agak mumet
Bachtera Arif R,1,2023-09-19 04:32:40,Susah dipahami tata cara buat KK baru
Bintang Satria,1,2023-09-19 03:03:49,"Kebiasaan, aplikasi pemerintah.. Maintenancenya ""0"".. Anggaran gede, apilikasi bikin sulit.. Buat upload data nggk bisa.."
Delvi Adri,1,2023-09-19 03:01:33,terlalu lama konfirmasi
Arya Deva Riansa,1,2023-09-18 06:25:21,"Sudah ke kelurahan dan kecamatan masih aja suruh online, trus staff kantornya kerja apa kalo ngurus langsung gabisa."
Supri Yanto,5,2023-09-15 06:36:30,Jooosss
Arik Irawan,4,2023-09-15 02:52:53,"uploadnya lama dan sering gagal, seharusnya lsg tarik dari single data KK, semuanya sudah kerecord di situ jd ga byk effor buat upload ini itu"
BaYu Sejati,5,2023-09-13 09:45:47,"aplikasi mempermudah kita yg selalu mobiling ,.."
Keyren Dahayu,1,2023-09-12 08:53:06,Jelek banget aplikasi nya.. Gak bisa cek kk
Amin Ibnu Rusyd,1,2023-09-12 02:43:36,"Mau aplod kebeesaran trus, enak kembali ke awal datang ke dukcapil langsung beres, sekarang 2-3hari ngak selesai2 ngurusin"
Hengki Irawan,5,2023-09-11 06:33:14,apik
Bunda Lia,1,2023-09-07 06:07:10,repot
Pengguna Google,1,2023-09-06 04:34:11,Sampah
Sandoyo Madridista,3,2023-09-05 08:28:37,"Tolong di perbaiki,tata cara setiap pembuatan layanan sangat membingungkan buat pemula ,banyak pilihan pelayanan yang terlalu rumit kurang detail dan bertele tele ,proses verifikasi data juga sangat lama yang sekarang serba online tapi sangat menyulitkan dalam mengurus dokumen"
Farid Siddiq,4,2023-08-22 08:16:03,lumayan membantu lbih praktis
gerry septana,1,2023-08-22 03:59:48,"Tolong dong pemegang aplikasi, atau PIC nya di cek staf2nya,, masak tiap submit pasti ditolaak, adaaa aja alasannya, balik ke offline aja lagi kalo tiap submit bilang nya eror, atau apalah"
Haris Susanto,5,2023-08-14 06:53:46,Bagus
Alexander Agung,1,2023-08-14 03:53:57,Untuk daftar susah apalagi login super susah
Princess Kitty,3,2023-08-10 08:40:11,Knpa lama sekali verifikasinya. Sudah 2minggu gak diproses jg
Dumbbell Hood,1,2023-08-05 11:55:35,"lupa password,kok dpt link tp ttp aja g ad tautan untuk pilhan rubah password,, hadeh"
Karwiono Heni Purwanto,4,2023-08-04 01:00:13,di perbaiki lagi
Diah Septorini123,1,2023-07-31 04:42:10,"Disuruh datang kantor, sama aja offline dong"
Edy Guswantoro,3,2023-07-27 05:18:52,aplikasi untuk ditingkatkan begitu juga dengan responnya harus lebih cepat lagi
Dony patria Dwi raharjo,1,2023-07-23 15:18:58,"Gaa bergunaa , sudah berminggu minggu belum juga di verifikasi"
Condro Q,1,2023-07-23 04:48:40,Kok geetiiing aku... Gawe aplikasi tapi ra isoo di gunake(ò.ó)
aneka indah,1,2023-07-23 02:45:46,"Aplikasi oke, Proses lambat..., tidak bisa komunikasi 2 arah, kembali saja ke manual saja..."
Asmanto Hartono,3,2023-07-20 02:27:56,"Sy bikin KIA ank yg bru,dl sdh pnya 1-5th blm ada ftonya skrng anak sdh 6th bikin yg ada fotonya.pengajuan tgl 18juli 2023 lwt SI D'nOK smpai skrng tgl 20juli ini sy iseng iseng cek pengajuan sy msih diproses.pdhl tgl 18juli 2023panggajuan jm 10pagi eeh jm 4sore sudah dpt email dri SIAK ADMINDUK DITJEN DUKCAPIL KEMENTERIAN DALAM NEGEEI RI,dpt kode QR dan PIN kalau kartu KIA anak sudah bisa dicetak,,dan sy cetak dijogya Alhamdulillah KIA anak jadi.cpt PUSAT prosesnya mlahan drpd daerah(si D'nOK)"
M A,5,2023-07-19 15:03:12,Kok mau upload kk kok g bsa terus padahal file udah 280 kb
Sriyono Sriyono,4,2023-07-14 03:05:45,sangat membantu
Asfa Hamid,2,2023-07-13 07:49:05,dari tgl 10 juli pengajuan akte kelahiran anak belum ada verifikasi juga. Sistem online seharusnya 24 jam sdh selesai. Pengen cepat malah jadi lambat. Mengecewakan
Herman Syah95,1,2023-07-12 03:00:10,"Proses verifikasi lama,pendaftaran online harusnya cepat ini malah lama"
Niken Budi,5,2023-07-11 06:19:47,respon cepat
embun motion,1,2023-07-08 03:45:16,kuota ada...jaringan baik lancar... susah di akses.
filipus arnanda,1,2023-07-07 15:33:39,gagal upload terus gajelas
Arya Kelana,5,2023-06-30 23:19:15,Ok
Barata Ika Ardianto,5,2023-06-21 16:08:27,Bagus
catur wahyu,2,2023-06-20 10:27:39,"menu pada halaman profil tidak lengkap,tidak mendukung cara membenahi data yang salah input ketika akun sudah terlanjur jadi."
Dony Heri,2,2023-06-19 10:08:34,Mau pengajuan KTP elektronik kok g ada menu nya.?
aank atmaja,1,2023-06-16 05:36:43,Hrsnya era digital semua nya bisa di download dan di print kenyataan nya👎👎👎👎👎👎
Feri Riatama,3,2023-06-15 11:15:45,informasi kurang mencukupi untuk mencari atau mengqjukan data
Amanee,2,2023-06-15 03:59:30,Lah layanan E-KTP engga ada Dah lah ga guna2 amat... yg banyak kepake itu padahal
Pieth onthèl orèn,1,2023-06-13 02:36:53,Kok skrg mlh nggak ada menu antrian online buat ngurus ktp baru ? Cemana ini ?
putrie_ayoe 93,2,2023-06-09 04:58:18,sering log out tiba²... saat mau klik menu yg ingin di tuju.. tolong segera di benerin
sahabat motor,2,2023-06-08 01:10:31,Menu KTP el di saya kok ga keluar itu kenapa ya kalo ada yang tau?
Totok Kusumardiyanto,5,2023-06-06 03:53:49,"Alhamdulillah, ada kemudahan dari aplikasi ini. Dan TPDK disdukcapil kec. Gajahmungkur ramah banget."
vian netta,3,2023-06-05 06:00:41,Apakah sekarang tidak bisa lagi pembuatan KTP rusak. Lewat aplikasi ini Sudah pengajuan status diproses Sudah lama blm jadi . Dan fitur pembuatan ktp juga hilang
Mafruhan Yoga,2,2023-06-02 07:10:43,"Apakah ini khusus yang tinggal dikota semarang? Kok saya cari"" gk ada ya yang kab semarang?"
Naga Merah,2,2023-05-29 07:21:12,Untuk perubahan profil biodata tidak bisa....gmna nih ?
Semarang Yes,1,2023-05-27 11:54:35,susah loqin..tombol pertanyaan tidak di dukung papan keyboard
SAHLANI ALLAN,5,2023-05-26 04:56:56,bagus ada appk ini tapi agak susah bagi pemula apalagi bagi orang² yg sdh lansya tambah susah...
Alex Muntana,1,2023-05-25 12:38:56,sangat bingung
Eko Novianto,5,2023-05-24 06:46:28,"cepat,mudah,semoga bisa lebih baik"
Mas Ahmad Official,5,2023-05-24 02:12:36,mmbantu sekali
Budi Prapto Nugroho,4,2023-05-22 13:16:08,good service
Danang Haryo Yudanto,4,2023-05-15 12:00:27,"password salah trs, reset password nik dan kk gk kedaftar, buat akun baru nik dan kk udah terdaftar....piye jal nak ngene trus 😤😤"
Budhi Samuel,2,2023-05-14 02:54:19,Upload Foto file selalu gagal Krn ukuran file maksimal 750 KB padahal kamera sekarang minimal diatas 10 Megapixek
wong ndeso,4,2023-05-08 06:39:41,"Cara sinkronisasi data bagaimana ya? Kenapa No KK bisa berbeda dengan No KK di fisik Kartu Keluarga? Sedangkan NIK dan yang lainnya sesuai,,,sewaktu input data juga sudah sesuai dengan No KK yang ada,namun di sistem muncul No KK berbeda ,,, terus cara melakukan perubahan bagaimana? Jadinya untuk pengajuan selalu ditolak karena no KK di database tdk sama dengan No KK yang diupload"
Yudi Saputro (Rian),5,2023-05-07 11:44:20,Alhamdulillah untuk pengajuan dukomen tidak ada kendala
tempat BUKU,5,2023-05-04 11:59:09,ok
Sulis Rey,5,2023-05-03 01:06:22,sangat membantu
Melda Neng,3,2023-04-28 00:43:35,"Sy msh bingung dgn aplikasi ini, blm prnh dpt sosialisasinya jg dlm hal cara penggunaan aplikasi ini"
Adriansyah Permanahadi,5,2023-04-26 04:33:02,"mohon untuk percepat prosesnya, karena ada aplikasi kalau proses tetap lama sama saja"
Rico Aw,5,2023-04-17 17:01:37,Aplikasi pembasmi calo calo mantap
Muhammad sobar wachid,4,2023-04-17 01:23:35,ok
Arfin Tri Haryono,5,2023-04-16 16:05:41,"so far...apk ini berjalan dengan baik...terbukti saya sudah menggunakanny untuk membuat KIA kedua anak saya, mengurus KTP hilang, mengurus KTP rusak, KK dan akta kelahiran. Maju terus adminduk Semarang Kota 🙏👍👍"
Ahmad Sartono,5,2023-04-05 14:36:14,Lebih efisien dalam hal waktu.kedepannya bisa ditingkatkan lebih baik lagi sesuai dengan jargon pelayanan SEMARANG SEMAKIN HEBAT untuk DISDUKCAPIL SEMARANG SEMAKIN HEBAT lagi.
RAINDRA INDRA 1C,5,2023-04-03 13:38:13,sak pooooole
Rina anggraeni Rangga dinata,5,2023-03-25 17:08:08,sangat membantu
Guntur Ibrahim,5,2023-03-21 05:53:59,sangat membantu untuk warga Semarang yg lagi merantau
sembarang agus,5,2023-03-20 15:28:48,lebih mempermudah masyarakat di jaman skrg...semoga lancar trus app ini..sukses selalu..
Ardianto Prakoso,3,2023-03-15 01:42:36,lumayan slow respon
Prawoto Adhi,5,2023-03-14 06:34:02,Betul ternyata mudah cepat dan terpercaya
Puti Ayu,1,2023-03-08 10:38:37,good
Arya Saputra Rohman (Arya),5,2023-03-01 05:24:57,bagus sangat membantu saya
agnes agista,1,2023-03-01 04:13:21,Sudah di instal tidak bisa dibuka
khoirul gaol,1,2023-03-01 04:04:53,Gk bisa dibuka aplikasinya
Agung waskito 1,5,2023-03-01 03:51:36,Pelayan yg cepat dan mudah 🙏
Roro Monic,4,2023-02-25 13:24:06,masih mengisi bloum tau hasilnya
triadjie muctyw,3,2023-02-24 11:52:34,+ sama = ny gk bsa 😞
Inggar Prasetya Noordika,5,2023-02-21 09:44:32,"terima kasih dukcapil semarang, semoga pelayanan apapun cepat jadi nya"
Arlies Setiabudi,5,2023-02-09 06:13:52,Sangat berguna dan bermanfaat.
Jean-Pierre Dollier,1,2023-02-08 06:12:21,"Tidak bisa dibuka, katanya mengandung bugs"
Muhammad Misbachul Anam,5,2023-02-07 09:54:36,"Terua kembangkan dan semoga tetap aktif, sangat membantu"
Wahyu Setiobudi,5,2023-02-06 10:22:53,"Pelayanan cepat bebas antri dan bebas pungli,good job pokoknya👍"
Aris Himawan,5,2023-02-06 08:14:29,Sangat memudahkan
Rafly Arfianto,1,2023-02-03 07:19:11,"Captcha nya gmn ya? Kok bikin susah gini skrg Angka di perkalian salah, tambah salah, kurang salah. Yg benar caranya gmn?"
Muhammad Nurhasim,2,2023-02-01 10:28:45,"Ku coba dlu,sapa tahu bisa membantu"
Parna,1,2023-01-27 10:01:16,Sangat kecewa sebab tidak semua kecamatan terfaftar salah satunya kecamatan ungaran timur tidak bisa di temukan beserta desa/kelurahan
Dheivianti Rhaka,5,2023-01-26 23:43:32,cepat
nurma sazzazzaili,4,2023-01-25 07:52:13,bagus
Alvin Fahmi,3,2023-01-25 03:39:45,"Aplikasi sudah bagus, upload dokumen cepat, tampilan aplikasi juga OK. Namun sayangnya mengajukan pembuatan KIA, sudah 2 minggu lebih kenapa statusnya ""belum diverifikasi"". Berapa lama waktu yang dibutuhkan untuk verifikasi dokumen? Yuk Semarang Hebat!!!"
Ayahe Jihan86,5,2023-01-24 15:13:45,"terimakasih, si D'nok mantap respon cepat"
Reno24Dhee,1,2023-01-20 08:47:14,"Mohon diijinkan untu pembaruan foto KTP . Masa foto bujang masih sama dengan sekarang udah anak 2 😖 , lalu SIM daripada KTP Buk . SIM terupdate ! Komplain katanya bisa ke pusat , begitu di pusat selang 2 HR dibilang tak ada blangko 😠"
Heru pujianto,5,2023-01-20 01:53:38,cepat
koko,2,2023-01-16 23:45:01,"kalau mau daftar KTP baru kenapa tdk ada, pilihah yg ada hilang dan ktp rusak, trs harus milih apa kalau bikin bru"
Muwafiq Sandria,2,2023-01-12 15:37:05,"Di update la ini bang app nya, masi banyak bug gada nyaman nyamannya."
rizky hutama,5,2023-01-12 04:47:28,"mudah, dan cepat diurusnya.. semarang makin joss dalam membantu masyarakat"
Agus Widodo,5,2023-01-11 02:25:20,sangat membantu
dafa and sister,5,2023-01-10 00:21:05,sngt membantu
Okta Setiya,3,2023-01-09 05:36:12,"Maaf....sebelumnya sudah terinstal, waktu dibuka kenapa harus upgrade dan daftar baru . Carany juga ribet dri pada yg sebelumny lebih mudah"
Kang Bagi,4,2023-01-06 09:42:00,hebatlah
Wisnu Erry Wicaksono,3,2023-01-03 02:33:34,"Aplikasi selalu minta update, setelah di pencet, malah minta install ke perangkat lain. Padahal sebelumnya sdh bisa mengakses."
Nur Jiman,5,2022-12-21 03:29:28,pelayanan di Kec. candisari ramah cepat dan sangat membantu satu hari jadi
Ariyanto tangki air gunung,1,2022-12-16 21:21:42,Udah seminggu gak di respon
Anandya Noor Kholifatussa'diyah,5,2022-12-14 00:13:04,"Aplikasinya sangat membantu, saya mau pecah KK tp tidak punya waktu ke Semarang untuk mengurus, ditawari calo kena 2,5jt terus cari2 dulu cara online nya, nemu aplikasi ini coba pengajuan, mudah jg caranya, eh dalam 1 hari kerja sudah keluar hasilnya (senin malam mengajukan, selasa malam dpt email dari dukcapil) keren keren keren, terimakasih banyak"
Ginevra Bellatrix,1,2022-12-09 12:38:45,"Payah, mau upload ktp untuk ganti ktp rusak gak bisa2"
Gabriella Dominique “-” d,2,2022-12-09 11:23:39,= sama dengan nya dimana sih Susah banget mau masuk
tri korho dharmo,3,2022-12-09 05:40:55,Ini mau update/revisi no kk kok susah ya di akun nya.
Bambang Nugroho Karya Saputra,5,2022-12-08 04:30:49,Hebat... Pengurusan Softcopy KK Online melalui aplikasi Si D'nok dari Semarang ke Papua Barat selesai dalam waktu tidak lebih dari 24 Jam
dadi kajen,1,2022-12-07 17:04:19,Malah ribet... Susah mending pake yg lama aja
Angelo Rois,1,2022-12-03 03:44:28,Bagaimana menggunakan aplikasi ini melalui PC/Laptop
Pak Tri,5,2022-12-02 06:43:20,Aplikasinya sangat membantu sekali
TENGKU A SYAUQI,1,2022-12-01 01:55:12,ganti sandi aja ribet.. bagus yg lama.. harusnya bisa pembaruan tanpa bikin aplikasi baru.. kan cuma ganti foto pejabat walikota aja..
Budi Setya,5,2022-12-01 00:21:54,pelayanan mudah
Cerita Mainan,5,2022-11-28 08:02:09,mohon untuk pembuatan upload dokumen pendukung agar dipermudah
Uzwa Renza,5,2022-11-27 12:15:12,buatt kk baru gimna y
Joko Santoso,1,2022-11-24 03:23:38,Upload KTP susahnya minta ampun. Banyak error nya drpd benernya Wajar sih . Apk pemerintah mana ada sih yg bener
